,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
46,200704,2007-03-25,1,18,3,4.32,PRD0901947,CL00185,DEP00062,G00018,D00004,,,,994105000134923,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,3,2007-3
72,200705,2007-03-30,6,21,1,2.02,PRD0901216,CL00091,DEP00026,G00008,D00002,,,,994105100001704,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,3,2007-3
125,200705,2007-03-28,4,18,1,0.78,PRD0902409,CL00001,DEP00001,G00001,D00001,,,,994105100024147,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,3,2007-3
133,200705,2007-03-31,7,21,1,1.25,PRD0904945,CL00001,DEP00001,G00001,D00001,,,,994105100161363,M,MM,Top Up,Fresh,STORE00001,LS,E02,2007,3,2007-3
230,200704,2007-03-20,3,13,1,2.03,PRD0902944,CL00027,DEP00008,G00004,D00002,,,,994105000101238,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,3,2007-3
241,200703,2007-03-13,3,15,1,1.23,PRD0901265,CL00030,DEP00008,G00004,D00002,,,,994104900008888,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,3,2007-3
292,200702,2007-03-07,4,19,1,1.79,PRD0901265,CL00030,DEP00008,G00004,D00002,,,,994104800028568,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,3,2007-3
338,200705,2007-03-30,6,16,1,0.44,PRD0903215,CL00037,DEP00010,G00004,D00002,,,,994105100047976,L,UM,Top Up,Mixed,STORE00001,LS,E02,2007,3,2007-3
341,200702,2007-03-11,1,13,1,0.67,PRD0903051,CL00039,DEP00010,G00004,D00002,,,,994104800138994,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
361,200704,2007-03-19,2,21,3,2.91,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994105000072462,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,3,2007-3
408,200704,2007-03-22,5,15,1,0.51,PRD0904066,CL00049,DEP00012,G00004,D00002,,,,994105000090157,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
409,200704,2007-03-22,5,15,1,1.18,PRD0900653,CL00046,DEP00012,G00004,D00002,,,,994105000090157,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
414,200704,2007-03-20,3,20,1,2.11,PRD0901066,CL00046,DEP00012,G00004,D00002,,,,994105000122730,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,3,2007-3
418,200702,2007-03-08,5,15,1,0.96,PRD0904020,CL00049,DEP00012,G00004,D00002,,,,994104800002158,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
430,200702,2007-03-11,1,18,1,2.31,PRD0900652,CL00050,DEP00013,G00005,D00002,,,,994104800123137,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,3,2007-3
435,200704,2007-03-20,3,18,1,3.62,PRD0901068,CL00058,DEP00016,G00006,D00002,,,,994105000128318,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,3,2007-3
487,200702,2007-03-08,5,11,1,0.35,PRD0904142,CL00068,DEP00019,G00007,D00002,,,,994104800081847,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,3,2007-3
525,200704,2007-03-23,6,18,3,3.0,PRD0900761,CL00070,DEP00020,G00007,D00002,,,,994105000122842,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
573,200701,2007-03-04,1,15,1,2.06,PRD0901348,CL00072,DEP00021,G00007,D00002,,,,994104700017249,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,3,2007-3
613,200703,2007-03-16,6,8,1,1.19,PRD0904248,CL00079,DEP00022,G00007,D00002,,,,994104900065797,L,LA,Top Up,Grocery,STORE00001,LS,E02,2007,3,2007-3
615,200704,2007-03-25,1,19,1,1.16,PRD0903199,CL00076,DEP00022,G00007,D00002,,,,994105000025389,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
617,200704,2007-03-19,2,17,3,6.48,PRD0904185,CL00079,DEP00022,G00007,D00002,,,,994105000013221,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
654,200705,2007-03-28,4,21,1,1.56,PRD0903776,CL00079,DEP00022,G00007,D00002,,,,994105100004115,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,3,2007-3
658,200702,2007-03-06,3,15,3,5.82,PRD0903223,CL00076,DEP00022,G00007,D00002,,,,994104800110011,L,UM,Top Up,Mixed,STORE00001,LS,E02,2007,3,2007-3
683,200701,2007-03-01,5,13,1,1.24,PRD0902786,CL00088,DEP00025,G00008,D00002,,,,994104700095821,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
728,200703,2007-03-15,5,21,1,1.81,PRD0903081,CL00104,DEP00036,G00010,D00003,,,,994104900073775,M,LA,Top Up,Fresh,STORE00001,LS,E02,2007,3,2007-3
748,200702,2007-03-07,4,11,1,0.86,PRD0902406,CL00108,DEP00037,G00010,D00003,,,,994104800065317,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
767,200702,2007-03-10,7,16,3,1.35,PRD0904396,CL00111,DEP00039,G00010,D00003,,,,994104800027522,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
780,200703,2007-03-13,3,21,9,4.68,PRD0901529,CL00123,DEP00044,G00012,D00003,,,,994104900094080,L,LA,Top Up,Grocery,STORE00001,LS,E02,2007,3,2007-3
816,200704,2007-03-25,1,21,1,0.89,PRD0903228,CL00138,DEP00048,G00013,D00003,,,,994105000064847,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,3,2007-3
823,200705,2007-03-26,2,17,1,0.5,PRD0900092,CL00138,DEP00048,G00013,D00003,,,,994105100016249,L,UM,Top Up,Mixed,STORE00001,LS,E02,2007,3,2007-3
828,200703,2007-03-14,4,18,1,0.81,PRD0903000,CL00140,DEP00049,G00014,D00003,,,,994104900161789,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
834,200703,2007-03-14,4,20,1,1.08,PRD0904433,CL00140,DEP00049,G00014,D00003,,,,994104900104104,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
847,200705,2007-03-26,2,17,1,1.52,PRD0903836,CL00141,DEP00049,G00014,D00003,,,,994105100016249,L,UM,Top Up,Mixed,STORE00001,LS,E02,2007,3,2007-3
863,200703,2007-03-12,2,10,1,2.44,PRD0902822,CL00145,DEP00051,G00015,D00003,,,,994104900069202,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,3,2007-3
888,200703,2007-03-12,2,18,1,0.4,PRD0903213,CL00154,DEP00052,G00015,D00003,,,,994104900129471,M,LA,Small Shop,Mixed,STORE00001,LS,E02,2007,3,2007-3
897,200703,2007-03-14,4,16,3,1.05,PRD0901821,CL00151,DEP00052,G00015,D00003,,,,994104900033665,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,3,2007-3
933,200703,2007-03-13,3,15,1,0.37,PRD0901837,CL00157,DEP00053,G00016,D00003,,,,994104900008888,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,3,2007-3
1047,200701,2007-03-01,5,12,1,0.15,PRD0901527,CL00199,DEP00067,G00021,D00005,,,,994104700147624,M,LA,Small Shop,Nonfood,STORE00001,LS,E02,2007,3,2007-3
