,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
10,200710,2007-04-30,2,15,1,3.6,PRD0901145,CL00091,DEP00026,G00008,D00002,,,,994105600167030,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,4,2007-4
22,200708,2007-04-22,1,21,1,2.49,PRD0904854,CL00098,DEP00031,G00008,D00002,,,,994105400113564,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
35,200706,2007-04-07,7,15,3,8.91,PRD0904860,CL00114,DEP00041,G00011,D00003,,,,994105200106224,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
61,200709,2007-04-26,5,19,3,11.07,PRD0900358,CL00061,DEP00018,G00006,D00002,,,,994105500029952,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
93,200709,2007-04-28,7,17,1,2.73,PRD0901822,CL00061,DEP00018,G00006,D00002,,,,994105500022487,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,4,2007-4
95,200707,2007-04-10,3,10,1,6.09,PRD0900982,CL00182,DEP00061,G00018,D00004,,,,994105300147009,M,LA,Small Shop,Nonfood,STORE00001,LS,E02,2007,4,2007-4
106,200708,2007-04-19,5,14,1,1.03,PRD0900097,CL00001,DEP00001,G00001,D00001,,,,994105400153196,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
152,200709,2007-04-24,3,14,1,0.86,PRD0901035,CL00006,DEP00002,G00001,D00001,,,,994105500061736,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,4,2007-4
180,200706,2007-04-03,3,19,1,0.46,PRD0904422,CL00008,DEP00003,G00002,D00001,,,,994105200004294,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2007,4,2007-4
182,200709,2007-04-23,2,17,1,1.82,PRD0900146,CL00007,DEP00003,G00002,D00001,,,,994105500087880,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2007,4,2007-4
198,200710,2007-04-30,2,21,1,0.68,PRD0901798,CL00017,DEP00005,G00003,D00001,,,,994105600086317,M,LA,Top Up,Grocery,STORE00001,LS,E02,2007,4,2007-4
233,200708,2007-04-21,7,15,1,1.19,PRD0900867,CL00027,DEP00008,G00004,D00002,,,,994105400049291,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
281,200706,2007-04-08,1,11,1,1.12,PRD0901265,CL00030,DEP00008,G00004,D00002,,,,994105200012295,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
291,200706,2007-04-05,5,21,1,0.64,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994105200034988,M,LA,Top Up,Mixed,STORE00001,LS,E02,2007,4,2007-4
295,200707,2007-04-10,3,12,1,1.83,PRD0900159,CL00029,DEP00008,G00004,D00002,,,,994105300062152,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,4,2007-4
308,200708,2007-04-17,3,21,1,0.8,PRD0900385,CL00036,DEP00009,G00004,D00002,,,,994105400035485,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,4,2007-4
312,200709,2007-04-23,2,21,1,1.16,PRD0900769,CL00036,DEP00009,G00004,D00002,,,,994105500038542,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2007,4,2007-4
371,200707,2007-04-10,3,12,1,1.08,PRD0901878,CL00043,DEP00011,G00004,D00002,,,,994105300062152,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,4,2007-4
373,200709,2007-04-24,3,11,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,,,,994105500110240,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2007,4,2007-4
381,200707,2007-04-15,1,13,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994105300082623,M,MM,Small Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
387,200707,2007-04-15,1,15,1,1.02,PRD0904887,CL00041,DEP00011,G00004,D00002,,,,994105300057002,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,4,2007-4
421,200709,2007-04-26,5,16,1,0.67,PRD0902181,CL00049,DEP00012,G00004,D00002,,,,994105500167732,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
454,200708,2007-04-21,7,18,1,1.32,PRD0900608,CL00067,DEP00019,G00007,D00002,,,,994105400075850,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,4,2007-4
488,200709,2007-04-27,6,15,1,4.65,PRD0902931,CL00067,DEP00019,G00007,D00002,,,,994105500118757,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2007,4,2007-4
493,200707,2007-04-11,4,16,3,3.3,PRD0901535,CL00064,DEP00019,G00007,D00002,,,,994105300013041,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,4,2007-4
502,200706,2007-04-06,6,9,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,,,,994105200012345,S,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,4,2007-4
512,200707,2007-04-09,2,16,1,0.89,PRD0903057,CL00063,DEP00019,G00007,D00002,,,,994105300148681,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
513,200709,2007-04-29,1,17,3,2.67,PRD0903057,CL00063,DEP00019,G00007,D00002,,,,994105500093913,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,4,2007-4
518,200707,2007-04-15,1,19,3,5.1,PRD0903378,CL00063,DEP00019,G00007,D00002,,,,994105300079343,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,4,2007-4
581,200706,2007-04-03,3,15,1,1.26,PRD0904049,CL00073,DEP00021,G00007,D00002,,,,994105200066292,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,4,2007-4
659,200705,2007-04-01,1,16,3,1.17,PRD0904866,CL00075,DEP00022,G00007,D00002,,,,994105100074769,L,UM,Top Up,Mixed,STORE00001,LS,E02,2007,4,2007-4
703,200708,2007-04-21,7,18,1,0.52,PRD0904861,CL00101,DEP00034,G00010,D00003,,,,994105400075850,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,4,2007-4
711,200705,2007-04-01,1,21,1,2.32,PRD0904600,CL00101,DEP00034,G00010,D00003,,,,994105100056664,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,4,2007-4
768,200708,2007-04-18,4,21,1,1.02,PRD0901642,CL00116,DEP00042,G00011,D00003,,,,994105400038423,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,4,2007-4
796,200707,2007-04-12,5,21,1,0.35,PRD0900630,CL00128,DEP00046,G00013,D00003,,,,994105300151904,M,UM,Top Up,Mixed,STORE00001,LS,E02,2007,4,2007-4
818,200706,2007-04-06,6,17,1,0.89,PRD0903228,CL00138,DEP00048,G00013,D00003,,,,994105200051767,M,LA,Top Up,Grocery,STORE00001,LS,E02,2007,4,2007-4
855,200707,2007-04-12,5,20,1,1.43,PRD0901645,CL00142,DEP00050,G00014,D00003,,,,994105300110098,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2007,4,2007-4
894,200708,2007-04-20,6,18,1,2.16,PRD0901008,CL00154,DEP00052,G00015,D00003,,,,994105400048264,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,4,2007-4
915,200709,2007-04-27,6,20,1,0.33,PRD0902314,CL00153,DEP00052,G00015,D00003,,,,994105500153033,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,4,2007-4
923,200707,2007-04-13,6,10,1,1.14,PRD0904346,CL00151,DEP00052,G00015,D00003,,,,994105300127062,M,MM,Small Shop,Nonfood,STORE00001,LS,E02,2007,4,2007-4
949,200706,2007-04-02,2,8,1,1.04,PRD0900870,CL00156,DEP00053,G00016,D00003,,,,994105200064189,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,4,2007-4
966,200708,2007-04-20,6,13,1,0.76,PRD0902923,CL00159,DEP00054,G00016,D00003,,,,994105400092976,M,LA,Top Up,Fresh,STORE00001,LS,E02,2007,4,2007-4
975,200708,2007-04-21,7,16,1,1.29,PRD0900527,CL00161,DEP00054,G00016,D00003,,,,994105400023296,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,4,2007-4
986,200707,2007-04-12,5,19,1,1.07,PRD0901220,CL00160,DEP00054,G00016,D00003,,,,994105300083861,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,4,2007-4
1033,200706,2007-04-03,3,9,13,3.51,PRD0901029,CL00167,DEP00055,G00016,D00003,,,,994105200140425,L,LA,Top Up,Grocery,STORE00001,LS,E02,2007,4,2007-4
