,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
12,200720,2007-07-10,3,14,1,0.45,PRD0902030,CL00212,DEP00070,G00022,D00005,,,,994106600043501,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,7,2007-7
16,200719,2007-07-03,3,18,3,1.47,PRD0903388,CL00114,DEP00041,G00011,D00003,,,,994106500011970,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,7,2007-7
34,200720,2007-07-12,5,12,1,8.38,PRD0903533,CL00245,DEP00088,G00029,D00008,,,,994106600128414,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,7,2007-7
36,200719,2007-07-03,3,11,4,1.2,PRD0904463,CL00248,DEP00089,G00030,D00009,,,,994106500008571,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,7,2007-7
50,200722,2007-07-26,5,12,1,1.54,PRD0900611,CL00213,DEP00070,G00022,D00005,,,,994106800100864,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2007,7,2007-7
107,200719,2007-07-06,6,17,1,0.95,PRD0903362,CL00001,DEP00001,G00001,D00001,,,,994106500075538,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,7,2007-7
116,200719,2007-07-03,3,18,3,3.09,PRD0900097,CL00001,DEP00001,G00001,D00001,,,,994106500011970,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,7,2007-7
146,200721,2007-07-22,1,10,1,1.63,PRD0902772,CL00006,DEP00002,G00001,D00001,,,,994106700032200,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,7,2007-7
173,200722,2007-07-27,6,17,1,1.24,PRD0902934,CL00007,DEP00003,G00002,D00001,,,,994106800140736,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,7,2007-7
193,200718,2007-07-01,1,17,1,0.93,PRD0904915,CL00013,DEP00004,G00003,D00001,,,,994106400147411,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,7,2007-7
224,200721,2007-07-22,1,14,1,0.81,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994106700097028,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2007,7,2007-7
228,200723,2007-07-30,2,21,1,0.94,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994106900018194,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,7,2007-7
231,200719,2007-07-02,2,21,1,2.03,PRD0902944,CL00027,DEP00008,G00004,D00002,,,,994106500104039,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,7,2007-7
234,200723,2007-07-31,3,15,1,2.18,PRD0903545,CL00023,DEP00008,G00004,D00002,,,,994106900026853,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,7,2007-7
