,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
45,200645,2007-01-05,6,11,1,5.8,PRD0901251,CL00060,DEP00017,G00006,D00002,,,,994103900028294,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,1,2007-1
62,200646,2007-01-14,1,9,1,4.72,PRD0901075,CL00226,DEP00078,G00024,D00006,,,,994104000119342,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,1,2007-1
67,200646,2007-01-08,2,8,1,0.3,PRD0901055,CL00248,DEP00089,G00030,D00009,,,,994104000110424,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,1,2007-1
77,200647,2007-01-18,5,17,3,0.54,PRD0900398,CL00113,DEP00040,G00011,D00003,,,,994104100005542,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,1,2007-1
101,200646,2007-01-09,3,19,3,9.3,PRD0903573,CL00090,DEP00026,G00008,D00002,,,,994104000035246,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,1,2007-1
103,200648,2007-01-22,2,15,1,2.04,PRD0904730,CL00214,DEP00071,G00022,D00005,,,,994104200029963,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,1,2007-1
112,200645,2007-01-06,7,15,1,1.03,PRD0900097,CL00001,DEP00001,G00001,D00001,,,,994103900099580,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,1,2007-1
122,200648,2007-01-26,6,17,3,2.25,PRD0903788,CL00001,DEP00001,G00001,D00001,,,,994104200106880,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,1,2007-1
127,200646,2007-01-14,1,11,3,2.55,PRD0900254,CL00001,DEP00001,G00001,D00001,,,,994104000143110,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2007,1,2007-1
155,200648,2007-01-28,1,14,3,3.06,PRD0900517,CL00005,DEP00002,G00001,D00001,,,,994104200148497,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,1,2007-1
