,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
29,200642,2006-12-13,4,8,1,4.08,PRD0902817,CL00225,DEP00077,G00024,D00006,,,,994103600112770,S,XX,XX,XX,STORE00001,LS,E02,2006,12,2006-12
31,200642,2006-12-11,2,20,1,4.08,PRD0902817,CL00225,DEP00077,G00024,D00006,,,,994103600080091,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2006,12,2006-12
39,200642,2006-12-15,6,15,1,8.7,PRD0902811,CL00204,DEP00068,G00022,D00005,,,,994103600117279,M,UM,Top Up,Fresh,STORE00001,LS,E02,2006,12,2006-12
55,200642,2006-12-11,2,16,1,4.92,PRD0904513,CL00238,DEP00084,G00028,D00008,,,,994103600134823,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,12,2006-12
64,200641,2006-12-07,5,20,1,2.33,PRD0904305,CL00098,DEP00031,G00008,D00002,,,,994103500088157,L,LA,Top Up,Mixed,STORE00001,LS,E02,2006,12,2006-12
70,200644,2006-12-31,1,18,1,3.59,PRD0903517,CL00187,DEP00062,G00018,D00004,,,,994103800115226,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,12,2006-12
92,200641,2006-12-09,7,15,3,2.58,PRD0900963,CL00248,DEP00089,G00030,D00009,,,,994103500061319,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2006,12,2006-12
110,200642,2006-12-16,7,15,1,0.97,PRD0904421,CL00002,DEP00001,G00001,D00001,,,,994103600107862,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,12,2006-12
179,200644,2006-12-31,1,10,3,6.33,PRD0901088,CL00010,DEP00003,G00002,D00001,,,,994103800064335,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2006,12,2006-12
189,200642,2006-12-13,4,14,1,1.24,PRD0902837,CL00015,DEP00004,G00003,D00001,,,,994103600117494,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,12,2006-12
246,200642,2006-12-15,6,15,1,0.31,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994103600117279,M,UM,Top Up,Fresh,STORE00001,LS,E02,2006,12,2006-12
284,200641,2006-12-04,2,15,3,5.19,PRD0901294,CL00033,DEP00008,G00004,D00002,,,,994103500123482,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2006,12,2006-12
285,200643,2006-12-22,6,13,1,1.67,PRD0904780,CL00031,DEP00008,G00004,D00002,,,,994103700099047,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,12,2006-12
287,200640,2006-12-03,1,19,1,0.97,PRD0900531,CL00026,DEP00008,G00004,D00002,,,,994103400050424,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,12,2006-12
309,200644,2006-12-31,1,21,1,1.1,PRD0901775,CL00035,DEP00009,G00004,D00002,,,,994103800012314,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,12,2006-12
317,200643,2006-12-21,5,21,1,0.98,PRD0901576,CL00035,DEP00009,G00004,D00002,,,,994103700083262,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,12,2006-12
357,200642,2006-12-17,1,17,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994103600061924,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,12,2006-12
382,200644,2006-12-26,3,21,1,0.98,PRD0903176,CL00044,DEP00011,G00004,D00002,,,,994103800041479,M,MM,Top Up,Mixed,STORE00001,LS,E02,2006,12,2006-12
391,200643,2006-12-23,7,8,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,,,,994103700077582,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,12,2006-12
399,200643,2006-12-23,7,11,1,0.47,PRD0903620,CL00044,DEP00011,G00004,D00002,,,,994103700056200,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2006,12,2006-12
431,200642,2006-12-15,6,11,1,7.52,PRD0900324,CL00058,DEP00016,G00006,D00002,,,,994103600008679,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,12,2006-12
445,200642,2006-12-17,1,17,1,0.86,PRD0901887,CL00063,DEP00019,G00007,D00002,,,,994103600083638,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,12,2006-12
449,200642,2006-12-16,7,15,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,,,,994103600107862,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,12,2006-12
