,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
15,200749,2008-02-03,1,17,1,0.95,PRD0900148,CL00213,DEP00070,G00022,D00005,,,,994109500049994,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,2,2008-2
18,200801,2008-02-28,5,19,1,1.16,PRD0903203,CL00094,DEP00029,G00008,D00002,,,,994109900025649,M,MM,Top Up,Mixed,STORE00001,LS,E02,2008,2,2008-2
69,200752,2008-02-21,5,16,1,0.73,PRD0901857,CL00098,DEP00031,G00008,D00002,,,,994109800161852,L,MM,Top Up,Mixed,STORE00001,LS,E02,2008,2,2008-2
105,200752,2008-02-20,4,16,3,19.62,PRD0901268,CL00238,DEP00084,G00028,D00008,,,,994109800010073,L,UM,Top Up,Mixed,STORE00001,LS,E02,2008,2,2008-2
154,200752,2008-02-22,6,16,1,1.98,PRD0901458,CL00006,DEP00002,G00001,D00001,,,,994109800128476,L,MM,Top Up,Mixed,STORE00001,LS,E02,2008,2,2008-2
236,200751,2008-02-17,1,12,1,0.73,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994109700012214,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2008,2,2008-2
240,200749,2008-02-03,1,17,1,1.93,PRD0903867,CL00023,DEP00008,G00004,D00002,,,,994109500049994,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,2,2008-2
256,200801,2008-02-29,6,11,1,0.86,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994109900134956,M,UM,Top Up,Fresh,STORE00001,LS,E02,2008,2,2008-2
363,200749,2008-02-02,7,17,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994109500151715,L,UM,Top Up,Mixed,STORE00001,LS,E02,2008,2,2008-2
366,200749,2008-02-01,6,16,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994109500134412,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2008,2,2008-2
390,200752,2008-02-20,4,14,1,0.3,PRD0902601,CL00044,DEP00011,G00004,D00002,,,,994109800151404,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,2,2008-2
410,200750,2008-02-06,4,8,1,1.45,PRD0904436,CL00049,DEP00012,G00004,D00002,,,,994109600110536,S,MM,Small Shop,Fresh,STORE00001,LS,E02,2008,2,2008-2
442,200751,2008-02-15,6,18,4,3.76,PRD0903021,CL00066,DEP00019,G00007,D00002,,,,994109700118478,L,LA,Top Up,Mixed,STORE00001,LS,E02,2008,2,2008-2
446,200750,2008-02-05,3,18,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994109600018526,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,2,2008-2
450,200751,2008-02-17,1,14,1,1.15,PRD0902990,CL00067,DEP00019,G00007,D00002,,,,994109700047572,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2008,2,2008-2
452,200801,2008-02-29,6,16,1,2.23,PRD0900462,CL00067,DEP00019,G00007,D00002,,,,994109900116118,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,2,2008-2
534,200751,2008-02-15,6,18,1,0.83,PRD0902518,CL00069,DEP00020,G00007,D00002,,,,994109700118478,L,LA,Top Up,Mixed,STORE00001,LS,E02,2008,2,2008-2
627,200752,2008-02-23,7,14,1,1.88,PRD0901201,CL00079,DEP00022,G00007,D00002,,,,994109800107858,M,MM,Small Shop,Mixed,STORE00001,LS,E02,2008,2,2008-2
628,200752,2008-02-21,5,18,1,1.25,PRD0903627,CL00079,DEP00022,G00007,D00002,,,,994109800168106,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,2,2008-2
686,200751,2008-02-17,1,18,3,9.24,PRD0900219,CL00092,DEP00027,G00008,D00002,,,,994109700143912,L,MM,Top Up,Mixed,STORE00001,LS,E02,2008,2,2008-2
704,200801,2008-02-29,6,16,1,0.91,PRD0900502,CL00101,DEP00034,G00010,D00003,,,,994109900116118,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,2,2008-2
