,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
17,200812,2008-05-17,7,11,1,3.27,PRD0902741,CL00240,DEP00086,G00028,D00008,,,,994111000141890,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2008,5,2008-5
21,200812,2008-05-18,1,15,1,0.8,PRD0901818,CL00093,DEP00028,G00008,D00002,,,,994111000056511,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,5,2008-5
48,200812,2008-05-18,1,21,3,15.09,PRD0902476,CL00232,DEP00082,G00027,D00008,,,,994111000002584,M,LA,Small Shop,Grocery,STORE00001,LS,E02,2008,5,2008-5
49,200812,2008-05-17,7,19,1,4.18,PRD0904610,CL00187,DEP00062,G00018,D00004,,,,994111000068114,L,MM,Top Up,Mixed,STORE00001,LS,E02,2008,5,2008-5
183,200811,2008-05-11,1,8,1,1.24,PRD0903274,CL00008,DEP00003,G00002,D00001,,,,994110900058789,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2008,5,2008-5
207,200813,2008-05-24,7,15,1,1.49,PRD0904814,CL00020,DEP00005,G00003,D00001,,,,994111100024133,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,5,2008-5
212,200814,2008-05-31,7,15,9,1.17,PRD0902162,CL00018,DEP00005,G00003,D00001,,,,994111200020924,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2008,5,2008-5
221,200813,2008-05-23,6,21,1,2.06,PRD0904970,CL00025,DEP00008,G00004,D00002,,,,994111100051472,M,UM,Top Up,Fresh,STORE00001,LS,E02,2008,5,2008-5
238,200812,2008-05-12,2,18,1,1.09,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994111000045549,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,5,2008-5
243,200812,2008-05-18,1,14,1,0.29,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994111000046763,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2008,5,2008-5
267,200813,2008-05-20,3,16,1,2.14,PRD0901265,CL00030,DEP00008,G00004,D00002,,,,994111100032840,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,5,2008-5
277,200814,2008-05-31,7,18,1,1.86,PRD0900440,CL00026,DEP00008,G00004,D00002,,,,994111200107890,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2008,5,2008-5
289,200810,2008-05-01,5,18,1,1.87,PRD0902423,CL00031,DEP00008,G00004,D00002,,,,994110800063461,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,5,2008-5
294,200811,2008-05-10,7,13,1,2.09,PRD0901740,CL00033,DEP00008,G00004,D00002,,,,994110900031505,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,5,2008-5
343,200813,2008-05-25,1,18,1,1.8,PRD0903993,CL00045,DEP00011,G00004,D00002,,,,994111100127694,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,5,2008-5
347,200812,2008-05-13,3,14,1,0.94,PRD0900679,CL00041,DEP00011,G00004,D00002,,,,994111000134959,L,UM,Top Up,Fresh,STORE00001,LS,E02,2008,5,2008-5
351,200813,2008-05-25,1,15,1,0.31,PRD0901878,CL00043,DEP00011,G00004,D00002,,,,994111100165640,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2008,5,2008-5
