,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
2,200716,2007-06-12,3,9,1,0.86,PRD0900963,CL00248,DEP00089,G00030,D00009,,,,994106200026009,S,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,6,2007-6
19,200716,2007-06-14,5,9,4,1.2,PRD0901055,CL00248,DEP00089,G00030,D00009,,,,994106200099635,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,6,2007-6
99,200714,2007-06-01,6,17,1,0.57,PRD0900891,CL00094,DEP00029,G00008,D00002,,,,994106000020144,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
114,200715,2007-06-07,5,13,1,1.26,PRD0901466,CL00001,DEP00001,G00001,D00001,,,,994106100130914,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
124,200717,2007-06-24,1,19,1,0.97,PRD0904421,CL00002,DEP00001,G00001,D00001,,,,994106300056175,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
192,200714,2007-06-02,7,10,1,0.56,PRD0904044,CL00014,DEP00004,G00003,D00001,,,,994106000080965,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,6,2007-6
275,200718,2007-06-28,5,20,1,1.87,PRD0901563,CL00024,DEP00008,G00004,D00002,,,,994106400101087,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,6,2007-6
304,200716,2007-06-16,7,19,1,0.84,PRD0904857,CL00036,DEP00009,G00004,D00002,,,,994106200118520,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
348,200716,2007-06-13,4,14,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994106200112181,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
354,200716,2007-06-13,4,12,1,0.29,PRD0901878,CL00043,DEP00011,G00004,D00002,,,,994106200019735,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
498,200717,2007-06-18,2,8,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994106300006855,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
508,200717,2007-06-18,2,14,3,2.94,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994106300046115,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,6,2007-6
550,200718,2007-06-27,4,20,3,1.29,PRD0904158,CL00070,DEP00020,G00007,D00002,,,,994106400007017,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,6,2007-6
655,200718,2007-06-26,3,10,1,2.21,PRD0901076,CL00079,DEP00022,G00007,D00002,,,,994106400011827,M,UM,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
666,200718,2007-06-27,4,19,1,2.49,PRD0901270,CL00083,DEP00023,G00007,D00002,,,,994106400116930,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
687,200717,2007-06-19,3,18,1,1.01,PRD0903047,CL00092,DEP00027,G00008,D00002,,,,994106300113191,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
707,200716,2007-06-14,5,20,1,0.79,PRD0900897,CL00102,DEP00034,G00010,D00003,,,,994106200162120,M,LA,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
736,200714,2007-06-03,1,8,6,1.38,PRD0903332,CL00104,DEP00036,G00010,D00003,,,,994106000069340,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
741,200715,2007-06-08,6,15,4,1.28,PRD0903471,CL00107,DEP00037,G00010,D00003,,,,994106100144212,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
751,200716,2007-06-13,4,21,1,1.25,PRD0901663,CL00111,DEP00039,G00010,D00003,,,,994106200028302,L,MM,Full Shop,Grocery,STORE00001,LS,E02,2007,6,2007-6
756,200716,2007-06-13,4,20,1,0.85,PRD0903963,CL00112,DEP00039,G00010,D00003,,,,994106200125574,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
761,200718,2007-06-28,5,10,3,1.2,PRD0901876,CL00110,DEP00039,G00010,D00003,,,,994106400127291,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,6,2007-6
792,200717,2007-06-20,4,14,1,1.64,PRD0901080,CL00129,DEP00046,G00013,D00003,,,,994106300150883,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
809,200717,2007-06-20,4,14,1,0.83,PRD0901129,CL00132,DEP00047,G00013,D00003,,,,994106300150883,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
879,200715,2007-06-09,7,14,3,3.78,PRD0901986,CL00152,DEP00052,G00015,D00003,,,,994106100136354,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,6,2007-6
924,200717,2007-06-21,5,11,1,1.13,PRD0903494,CL00153,DEP00052,G00015,D00003,,,,994106300117989,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,6,2007-6
935,200716,2007-06-11,2,14,3,0.87,PRD0903998,CL00155,DEP00053,G00016,D00003,,,,994106200000895,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
993,200717,2007-06-24,1,13,3,5.64,PRD0901896,CL00159,DEP00054,G00016,D00003,,,,994106300065411,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
1012,200716,2007-06-17,1,20,1,0.43,PRD0903110,CL00164,DEP00055,G00016,D00003,,,,994106200053936,S,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,6,2007-6
1022,200717,2007-06-20,4,12,1,1.26,PRD0903301,CL00162,DEP00055,G00016,D00003,,,,994106300138098,M,LA,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
1070,200718,2007-06-27,4,12,1,0.27,PRD0900393,CL00197,DEP00067,G00021,D00005,,,,994106400087365,M,LA,Small Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
1079,200718,2007-06-25,2,13,1,0.82,PRD0903902,CL00205,DEP00069,G00022,D00005,,,,994106400012041,M,LA,Small Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
1084,200718,2007-06-30,7,18,1,1.75,PRD0900695,CL00207,DEP00069,G00022,D00005,,,,994106400014936,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
1094,200718,2007-06-26,3,16,1,0.45,PRD0902613,CL00219,DEP00073,G00023,D00005,,,,994106400045351,M,MM,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
1183,200718,2007-06-28,5,15,3,1.23,PRD0903130,CL00114,DEP00041,G00011,D00003,CUST0000925831,LA,YF,994106400780352,L,LA,Top Up,Nonfood,STORE00001,LS,E02,2007,6,2007-6
1211,200717,2007-06-20,4,17,1,0.63,PRD0901656,CL00115,DEP00041,G00011,D00003,CUST0000016404,LA,OT,994106300179718,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
1228,200714,2007-06-03,1,11,6,1.8,PRD0904463,CL00248,DEP00089,G00030,D00009,CUST0000099658,LA,OF,994106000231370,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,6,2007-6
1229,200717,2007-06-18,2,10,1,4.77,PRD0904261,CL00250,DEP00090,G00031,D00009,CUST0000268287,LA,YA,994106300343698,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
1247,200717,2007-06-20,4,16,1,1.6,PRD0904722,CL00091,DEP00026,G00008,D00002,CUST0000448937,LA,,994106300461610,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
1287,200715,2007-06-09,7,14,1,1.37,PRD0900202,CL00002,DEP00001,G00001,D00001,CUST0000053927,LA,,994106100206095,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,6,2007-6
1394,200717,2007-06-19,3,19,3,5.31,PRD0901364,CL00010,DEP00003,G00002,D00001,CUST0000997122,LA,OF,994106300818535,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
1397,200714,2007-06-01,6,15,3,3.72,PRD0903274,CL00008,DEP00003,G00002,D00001,CUST0000256489,LA,OF,994106000330481,L,MM,Full Shop,Grocery,STORE00001,LS,E02,2007,6,2007-6
1426,200715,2007-06-05,3,8,1,0.51,PRD0904679,CL00017,DEP00005,G00003,D00001,CUST0000490710,LA,YF,994106100492791,M,MM,Small Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
1432,200718,2007-06-30,7,21,1,1.04,PRD0901486,CL00018,DEP00005,G00003,D00001,CUST0000337192,LA,OF,994106400392911,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
1511,200715,2007-06-09,7,14,1,1.76,PRD0901265,CL00030,DEP00008,G00004,D00002,CUST0000349165,LA,OT,994106100399840,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
1524,200716,2007-06-11,2,10,1,0.84,PRD0903052,CL00031,DEP00008,G00004,D00002,CUST0000898638,LA,OT,994106200764021,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,6,2007-6
1539,200714,2007-06-01,6,17,1,2.09,PRD0901740,CL00033,DEP00008,G00004,D00002,CUST0000925831,LA,YF,994106000754237,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,6,2007-6
1627,200718,2007-06-26,3,19,1,0.49,PRD0900302,CL00037,DEP00010,G00004,D00002,CUST0000306182,LA,YA,994106400372524,S,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
1637,200715,2007-06-06,4,21,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,CUST0000986278,LA,,994106100818844,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,6,2007-6
1660,200718,2007-06-27,4,15,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,CUST0000211159,LA,OA,994106400310480,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,6,2007-6
