,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
28,200631,2006-09-28,5,16,3,1.77,PRD0904252,CL00093,DEP00028,G00008,D00002,,,,994102500123565,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2006,9,2006-9
41,200628,2006-09-10,1,16,1,2.73,PRD0901822,CL00061,DEP00018,G00006,D00002,,,,994102200060847,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
90,200628,2006-09-08,6,10,1,1.0,PRD0904090,CL00248,DEP00089,G00030,D00009,,,,994102200114301,L,MM,Top Up,Grocery,STORE00001,LS,E02,2006,9,2006-9
91,200630,2006-09-24,1,16,1,1.48,PRD0903840,CL00098,DEP00031,G00008,D00002,,,,994102400015131,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
130,200629,2006-09-11,2,21,1,0.75,PRD0903788,CL00001,DEP00001,G00001,D00001,,,,994102300159062,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,9,2006-9
181,200628,2006-09-10,1,13,3,2.1,PRD0904763,CL00010,DEP00003,G00002,D00001,,,,994102200129430,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,9,2006-9
270,200631,2006-09-28,5,21,1,2.51,PRD0900239,CL00023,DEP00008,G00004,D00002,,,,994102500003849,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
296,200627,2006-09-03,1,13,1,1.83,PRD0900159,CL00029,DEP00008,G00004,D00002,,,,994102100096338,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
340,200628,2006-09-06,4,17,3,3.81,PRD0900810,CL00038,DEP00010,G00004,D00002,,,,994102200012357,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
388,200629,2006-09-14,5,16,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994102300088954,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
393,200630,2006-09-24,1,16,1,1.01,PRD0903074,CL00045,DEP00011,G00004,D00002,,,,994102400015131,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
395,200629,2006-09-16,7,19,1,0.93,PRD0900392,CL00045,DEP00011,G00004,D00002,,,,994102300154202,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2006,9,2006-9
437,200629,2006-09-11,2,11,3,11.13,PRD0902765,CL00059,DEP00016,G00006,D00002,,,,994102300157972,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
458,200628,2006-09-07,5,21,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,,,,994102200110203,L,LA,Top Up,Mixed,STORE00001,LS,E02,2006,9,2006-9
477,200630,2006-09-18,2,16,1,0.71,PRD0901264,CL00067,DEP00019,G00007,D00002,,,,994102400105250,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,9,2006-9
504,200629,2006-09-13,4,8,3,3.78,PRD0903999,CL00067,DEP00019,G00007,D00002,,,,994102300065437,M,UM,Small Shop,Mixed,STORE00001,LS,E02,2006,9,2006-9
542,200628,2006-09-10,1,21,3,1.05,PRD0902490,CL00070,DEP00020,G00007,D00002,,,,994102200101153,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,9,2006-9
575,200628,2006-09-07,5,10,1,1.73,PRD0901839,CL00074,DEP00021,G00007,D00002,,,,994102200024361,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
594,200628,2006-09-08,6,10,3,4.05,PRD0903033,CL00073,DEP00021,G00007,D00002,,,,994102200077130,L,LA,Top Up,Mixed,STORE00001,LS,E02,2006,9,2006-9
634,200630,2006-09-18,2,13,1,1.55,PRD0901096,CL00077,DEP00022,G00007,D00002,,,,994102400119454,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2006,9,2006-9
642,200629,2006-09-13,4,19,1,0.8,PRD0904412,CL00075,DEP00022,G00007,D00002,,,,994102300062054,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,9,2006-9
652,200629,2006-09-11,2,21,1,1.77,PRD0904932,CL00076,DEP00022,G00007,D00002,,,,994102300144081,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,9,2006-9
668,200630,2006-09-22,6,11,1,0.95,PRD0902141,CL00084,DEP00023,G00007,D00002,,,,994102400106906,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,9,2006-9
684,200630,2006-09-19,3,21,1,0.66,PRD0903843,CL00087,DEP00025,G00008,D00002,,,,994102400086632,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,9,2006-9
716,200631,2006-09-26,3,18,1,0.4,PRD0900926,CL00103,DEP00035,G00010,D00003,,,,994102500049122,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,9,2006-9
