,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
53,200806,2008-04-06,1,15,1,0.41,PRD0902370,CL00204,DEP00068,G00022,D00005,,,,994110400104228,L,LA,Top Up,Fresh,STORE00001,LS,E02,2008,4,2008-4
76,200809,2008-04-27,1,16,1,1.6,PRD0904722,CL00091,DEP00026,G00008,D00002,,,,994110700115233,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,4,2008-4
100,200808,2008-04-15,3,21,3,5.13,PRD0903190,CL00204,DEP00068,G00022,D00005,,,,994110600025959,M,MM,Top Up,Nonfood,STORE00001,LS,E02,2008,4,2008-4
150,200808,2008-04-19,7,21,1,0.79,PRD0900080,CL00006,DEP00002,G00001,D00001,,,,994110600031998,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,4,2008-4
225,200807,2008-04-12,7,13,7,1.75,PRD0904918,CL00025,DEP00008,G00004,D00002,,,,994110500001002,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,4,2008-4
247,200810,2008-04-29,3,15,1,0.65,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994110800132924,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2008,4,2008-4
283,200810,2008-04-29,3,19,1,1.83,PRD0900159,CL00029,DEP00008,G00004,D00002,,,,994110800111607,L,MM,Top Up,Mixed,STORE00001,LS,E02,2008,4,2008-4
288,200809,2008-04-27,1,16,1,1.64,PRD0903644,CL00023,DEP00008,G00004,D00002,,,,994110700065298,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,4,2008-4
314,200810,2008-04-30,4,19,1,2.77,PRD0900486,CL00034,DEP00009,G00004,D00002,,,,994110800116036,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2008,4,2008-4
339,200810,2008-04-29,3,15,1,0.4,PRD0902728,CL00038,DEP00010,G00004,D00002,,,,994110800156832,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2008,4,2008-4
352,200807,2008-04-11,6,17,1,0.9,PRD0902271,CL00044,DEP00011,G00004,D00002,,,,994110500149572,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2008,4,2008-4
362,200809,2008-04-22,3,14,3,2.91,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994110700059834,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2008,4,2008-4
