,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
32,200610,2006-05-05,6,19,1,1.08,PRD0904164,CL00190,DEP00063,G00018,D00004,,,,994100400135410,S,XX,Small Shop,Nonfood,STORE00001,LS,E02,2006,5,2006-5
54,200614,2006-05-31,4,18,3,3.3,PRD0904365,CL00121,DEP00043,G00012,D00003,,,,994100800050856,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,5,2006-5
113,200614,2006-05-31,4,15,1,1.29,PRD0903469,CL00002,DEP00001,G00001,D00001,,,,994100800002911,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,5,2006-5
135,200612,2006-05-16,3,15,1,0.85,PRD0900254,CL00001,DEP00001,G00001,D00001,,,,994100600017036,M,MM,Top Up,Fresh,STORE00001,LS,E02,2006,5,2006-5
138,200613,2006-05-28,1,13,3,1.95,PRD0900755,CL00003,DEP00002,G00001,D00001,,,,994100700104029,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,5,2006-5
229,200614,2006-05-31,4,18,1,2.51,PRD0902882,CL00029,DEP00008,G00004,D00002,,,,994100800050856,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,5,2006-5
257,200614,2006-05-29,2,16,1,2.51,PRD0902882,CL00029,DEP00008,G00004,D00002,,,,994100800039763,M,LA,Top Up,Fresh,STORE00001,LS,E02,2006,5,2006-5
260,200614,2006-05-31,4,13,1,1.67,PRD0904780,CL00031,DEP00008,G00004,D00002,,,,994100800005520,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,5,2006-5
268,200613,2006-05-23,3,16,1,2.09,PRD0901740,CL00033,DEP00008,G00004,D00002,,,,994100700026832,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,5,2006-5
271,200611,2006-05-09,3,14,1,1.56,PRD0901309,CL00033,DEP00008,G00004,D00002,,,,994100500010649,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,5,2006-5
319,200610,2006-05-03,4,17,3,2.64,PRD0900330,CL00039,DEP00010,G00004,D00002,,,,994100400102363,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,5,2006-5
330,200611,2006-05-09,3,14,1,0.86,PRD0900302,CL00037,DEP00010,G00004,D00002,,,,994100500010649,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,5,2006-5
