,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
0,200734,2007-10-19,6,8,1,9.5,PRD0901335,CL00058,DEP00016,G00006,D00002,CUST0000804514,XX,OT,994108000679877,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,10,2007-10
7,200733,2007-10-11,5,12,1,0.47,PRD0902448,CL00169,DEP00056,G00017,D00004,,,,994107900068198,L,MM,Top Up,Nonfood,STORE00001,LS,E02,2007,10,2007-10
11,200732,2007-10-05,6,11,1,1.67,PRD0904508,CL00090,DEP00026,G00008,D00002,,,,994107800093657,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,10,2007-10
30,200733,2007-10-09,3,10,1,0.28,PRD0904988,CL00214,DEP00071,G00022,D00005,,,,994107900055504,M,LA,Small Shop,Grocery,STORE00001,LS,E02,2007,10,2007-10
40,200733,2007-10-11,5,21,1,15.85,PRD0901675,CL00245,DEP00088,G00029,D00008,,,,994107900003187,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,10,2007-10
44,200732,2007-10-06,7,14,1,2.26,PRD0902303,CL00061,DEP00018,G00006,D00002,,,,994107800139368,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,10,2007-10
58,200733,2007-10-11,5,13,1,4.72,PRD0901075,CL00226,DEP00078,G00024,D00006,,,,994107900128033,M,UM,Small Shop,Grocery,STORE00001,LS,E02,2007,10,2007-10
88,200735,2007-10-27,7,14,1,0.7,PRD0900850,CL00109,DEP00038,G00010,D00003,,,,994108100010263,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,10,2007-10
104,200735,2007-10-24,4,10,1,0.32,PRD0901128,CL00203,DEP00068,G00022,D00005,,,,994108100096075,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,10,2007-10
120,200734,2007-10-20,7,21,1,0.75,PRD0903788,CL00001,DEP00001,G00001,D00001,,,,994108000136768,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,10,2007-10
132,200735,2007-10-23,3,18,1,0.75,PRD0903788,CL00001,DEP00001,G00001,D00001,,,,994108100080162,S,LA,Small Shop,Mixed,STORE00001,LS,E02,2007,10,2007-10
134,200735,2007-10-26,6,8,1,1.03,PRD0900097,CL00001,DEP00001,G00001,D00001,,,,994108100082721,S,LA,Small Shop,Fresh,STORE00001,LS,E02,2007,10,2007-10
