,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
79,200743,2007-12-18,3,21,1,2.04,PRD0904730,CL00214,DEP00071,G00022,D00005,,,,994108900136543,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,12,2007-12
102,200740,2007-12-01,7,19,1,7.02,PRD0901398,CL00238,DEP00084,G00028,D00008,,,,994108600077974,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,12,2007-12
157,200743,2007-12-19,4,18,1,0.85,PRD0900683,CL00003,DEP00002,G00001,D00001,,,,994108900111545,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,12,2007-12
158,200741,2007-12-04,3,14,1,0.5,PRD0900336,CL00006,DEP00002,G00001,D00001,,,,994108700057682,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,12,2007-12
170,200743,2007-12-17,2,16,1,0.41,PRD0903475,CL00012,DEP00003,G00002,D00001,,,,994108900127553,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,12,2007-12
220,200744,2007-12-28,6,8,8,3.52,PRD0902735,CL00020,DEP00005,G00003,D00001,,,,994109000111195,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,12,2007-12
254,200745,2007-12-31,2,14,1,3.14,PRD0903848,CL00024,DEP00008,G00004,D00002,,,,994109100095820,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2007,12,2007-12
303,200744,2007-12-29,7,14,1,1.31,PRD0904567,CL00025,DEP00008,G00004,D00002,,,,994109000116604,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,12,2007-12
305,200742,2007-12-11,3,13,1,0.93,PRD0901549,CL00034,DEP00009,G00004,D00002,,,,994108800028430,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,12,2007-12
370,200743,2007-12-22,7,9,1,0.97,PRD0900830,CL00043,DEP00011,G00004,D00002,,,,994108900062355,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,12,2007-12
398,200743,2007-12-21,6,21,1,1.27,PRD0902640,CL00045,DEP00011,G00004,D00002,,,,994108900073081,L,LA,Top Up,Fresh,STORE00001,LS,E02,2007,12,2007-12
402,200743,2007-12-18,3,21,1,0.9,PRD0902271,CL00044,DEP00011,G00004,D00002,,,,994108900136543,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,12,2007-12
406,200740,2007-12-01,7,10,1,1.46,PRD0900375,CL00041,DEP00011,G00004,D00002,,,,994108600119215,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,12,2007-12
427,200743,2007-12-22,7,18,1,2.88,PRD0902703,CL00050,DEP00013,G00005,D00002,,,,994108900069376,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2007,12,2007-12
434,200742,2007-12-13,5,19,1,2.57,PRD0901107,CL00058,DEP00016,G00006,D00002,,,,994108800133279,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2007,12,2007-12
466,200745,2007-12-31,2,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994109100129546,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2007,12,2007-12
480,200741,2007-12-03,2,10,1,1.54,PRD0904358,CL00063,DEP00019,G00007,D00002,,,,994108700009382,S,LA,Small Shop,Mixed,STORE00001,LS,E02,2007,12,2007-12
507,200743,2007-12-20,5,21,1,1.73,PRD0904266,CL00067,DEP00019,G00007,D00002,,,,994108900055349,L,UM,Top Up,Fresh,STORE00001,LS,E02,2007,12,2007-12
517,200741,2007-12-09,1,18,1,1.88,PRD0904847,CL00067,DEP00019,G00007,D00002,,,,994108700054861,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,12,2007-12
522,200744,2007-12-30,1,12,1,1.67,PRD0902574,CL00068,DEP00019,G00007,D00002,,,,994109000047929,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,12,2007-12
539,200740,2007-12-02,1,21,1,0.51,PRD0902060,CL00070,DEP00020,G00007,D00002,,,,994108600092925,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2007,12,2007-12
554,200744,2007-12-26,4,17,5,2.25,PRD0904230,CL00070,DEP00020,G00007,D00002,,,,994109000077908,M,LA,Small Shop,Mixed,STORE00001,LS,E02,2007,12,2007-12
614,200742,2007-12-16,1,15,1,1.2,PRD0903085,CL00076,DEP00022,G00007,D00002,,,,994108800085048,L,UM,Top Up,Mixed,STORE00001,LS,E02,2007,12,2007-12
620,200741,2007-12-09,1,18,1,2.36,PRD0903789,CL00079,DEP00022,G00007,D00002,,,,994108700086710,S,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,12,2007-12
647,200741,2007-12-06,5,19,1,1.25,PRD0903627,CL00079,DEP00022,G00007,D00002,,,,994108700100786,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2007,12,2007-12
