,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
27,200710,2007-05-01,3,12,3,1.05,PRD0903218,CL00214,DEP00071,G00022,D00005,,,,994105600068273,L,LA,Top Up,Mixed,STORE00001,LS,E02,2007,5,2007-5
98,200712,2007-05-19,7,9,6,2.04,PRD0904061,CL00248,DEP00089,G00030,D00009,,,,994105800074218,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2007,5,2007-5
108,200710,2007-05-06,1,17,1,0.85,PRD0900254,CL00001,DEP00001,G00001,D00001,,,,994105600040141,L,MM,Top Up,Grocery,STORE00001,LS,E02,2007,5,2007-5
121,200712,2007-05-18,6,16,1,0.75,PRD0903788,CL00001,DEP00001,G00001,D00001,,,,994105800061344,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,5,2007-5
128,200712,2007-05-14,2,15,1,1.21,PRD0903441,CL00002,DEP00001,G00001,D00001,,,,994105800090098,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,5,2007-5
147,200713,2007-05-26,7,21,3,1.95,PRD0900755,CL00003,DEP00002,G00001,D00001,,,,994105900116399,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,5,2007-5
171,200710,2007-05-02,4,14,1,1.39,PRD0904183,CL00007,DEP00003,G00002,D00001,,,,994105600016434,M,LA,Top Up,Fresh,STORE00001,LS,E02,2007,5,2007-5
195,200712,2007-05-20,1,8,1,0.56,PRD0904044,CL00014,DEP00004,G00003,D00001,,,,994105800092206,M,LA,Top Up,Grocery,STORE00001,LS,E02,2007,5,2007-5
199,200710,2007-05-03,5,20,1,1.89,PRD0900204,CL00020,DEP00005,G00003,D00001,,,,994105600071810,L,LA,Top Up,Grocery,STORE00001,LS,E02,2007,5,2007-5
244,200713,2007-05-22,3,17,1,2.81,PRD0903704,CL00024,DEP00008,G00004,D00002,,,,994105900045921,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2007,5,2007-5
252,200711,2007-05-07,2,17,1,1.93,PRD0903867,CL00023,DEP00008,G00004,D00002,,,,994105700013740,L,MM,Top Up,Mixed,STORE00001,LS,E02,2007,5,2007-5
273,200712,2007-05-19,7,12,1,1.87,PRD0902423,CL00031,DEP00008,G00004,D00002,,,,994105800114081,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2007,5,2007-5
323,200713,2007-05-27,1,13,1,1.49,PRD0904976,CL00040,DEP00010,G00004,D00002,,,,994105900140727,L,UM,Full Shop,Mixed,STORE00001,LS,E02,2007,5,2007-5
324,200710,2007-05-05,7,12,1,0.7,PRD0900415,CL00040,DEP00010,G00004,D00002,,,,994105600165563,L,MM,Top Up,Fresh,STORE00001,LS,E02,2007,5,2007-5
