,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
47,200615,2006-06-11,1,16,1,0.63,PRD0903380,CL00094,DEP00029,G00008,D00002,,,,994100900081845,L,LA,Top Up,Grocery,STORE00001,LS,E02,2006,6,2006-6
83,200618,2006-06-27,3,20,1,5.77,PRD0902148,CL00225,DEP00077,G00024,D00006,,,,994101200103924,M,MM,Small Shop,Mixed,STORE00001,LS,E02,2006,6,2006-6
144,200615,2006-06-07,4,8,1,0.54,PRD0904469,CL00006,DEP00002,G00001,D00001,,,,994100900066046,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
145,200615,2006-06-10,7,20,1,1.03,PRD0903894,CL00003,DEP00002,G00001,D00001,,,,994100900034142,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,6,2006-6
168,200614,2006-06-03,7,16,1,1.01,PRD0902892,CL00007,DEP00003,G00002,D00001,,,,994100800106744,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
216,200618,2006-06-29,5,21,1,0.77,PRD0904657,CL00017,DEP00005,G00003,D00001,,,,994101200101419,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
232,200615,2006-06-05,2,14,1,2.39,PRD0900531,CL00026,DEP00008,G00004,D00002,,,,994100900005326,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
235,200615,2006-06-10,7,21,1,0.14,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994100900069445,S,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,6,2006-6
242,200614,2006-06-02,6,21,1,1.19,PRD0901265,CL00030,DEP00008,G00004,D00002,,,,994100800056292,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,6,2006-6
262,200615,2006-06-09,6,20,3,3.84,PRD0903497,CL00023,DEP00008,G00004,D00002,,,,994100900024401,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
276,200618,2006-06-28,4,20,1,0.34,PRD0900703,CL00023,DEP00008,G00004,D00002,,,,994101200052747,M,UM,Small Shop,Fresh,STORE00001,LS,E02,2006,6,2006-6
282,200618,2006-06-29,5,21,1,0.89,PRD0903052,CL00031,DEP00008,G00004,D00002,,,,994101200161213,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,6,2006-6
367,200618,2006-06-27,3,19,1,0.87,PRD0903513,CL00045,DEP00011,G00004,D00002,,,,994101200016548,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
380,200618,2006-06-29,5,14,1,1.0,PRD0900065,CL00043,DEP00011,G00004,D00002,,,,994101200003981,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
425,200618,2006-06-26,2,8,3,8.64,PRD0902703,CL00050,DEP00013,G00005,D00002,,,,994101200086690,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
596,200617,2006-06-19,2,13,1,2.12,PRD0904059,CL00079,DEP00022,G00007,D00002,,,,994101100058713,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
702,200618,2006-06-27,3,15,1,1.6,PRD0904688,CL00096,DEP00030,G00008,D00002,,,,994101200071707,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,6,2006-6
778,200615,2006-06-10,7,21,1,0.9,PRD0904848,CL00124,DEP00044,G00012,D00003,,,,994100900003026,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,6,2006-6
866,200617,2006-06-24,7,21,1,3.92,PRD0903690,CL00145,DEP00051,G00015,D00003,,,,994101100120209,L,LA,Top Up,Grocery,STORE00001,LS,E02,2006,6,2006-6
874,200614,2006-06-04,1,10,3,1.17,PRD0904557,CL00154,DEP00052,G00015,D00003,,,,994100800028809,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,6,2006-6
884,200615,2006-06-10,7,14,3,1.59,PRD0902198,CL00151,DEP00052,G00015,D00003,,,,994100900145169,L,LA,Full Shop,Grocery,STORE00001,LS,E02,2006,6,2006-6
931,200617,2006-06-20,3,10,1,0.61,PRD0900218,CL00157,DEP00053,G00016,D00003,,,,994101100154815,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,6,2006-6
942,200617,2006-06-25,1,21,1,0.85,PRD0900746,CL00155,DEP00053,G00016,D00003,,,,994101100022598,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,6,2006-6
1000,200615,2006-06-08,5,18,3,1.44,PRD0902663,CL00163,DEP00055,G00016,D00003,,,,994100900030062,L,UM,Top Up,Mixed,STORE00001,LS,E02,2006,6,2006-6
