Customer_ID,Call_Duration,Call_Type,Age_Group,Monthly_Spend
1,17.483570765056164,Incoming,56-65,68.55638912232118
2,14.308678494144077,Incoming,18-25,50.038258720419876
3,18.23844269050346,Outgoing,46-55,48.781209764280064
4,22.61514928204013,Outgoing,18-25,73.53275097233488
5,13.82923312638332,Outgoing,26-35,79.2506076538289
6,13.829315215254097,Incoming,56-65,45.20901086230324
7,22.896064077536955,Incoming,18-25,65.98405438484284
8,18.837173645764544,Outgoing,56-65,57.27782724300108
9,12.652628070325239,Incoming,18-25,50.14874277619829
10,17.712800217929825,Outgoing,46-55,54.085098853140515
11,12.682911535937688,Outgoing,46-55,36.23982370310325
12,12.671351232148716,Incoming,56-65,43.878012133378306
13,16.20981135783017,Incoming,36-45,38.38729440494588
14,5.43359877671101,Incoming,36-45,68.02753432857838
15,6.375410837434837,Incoming,26-35,48.09597768917875
16,12.188562353795136,Outgoing,36-45,24.045719507699232
17,9.93584439832788,Incoming,56-65,35.53125553673824
18,16.571236662976368,Incoming,36-45,0.0
19,10.459879622393945,Incoming,26-35,40.11014796235703
20,7.938481493323542,Incoming,18-25,50.75290130194299
21,22.32824384460777,Outgoing,36-45,47.27728302266053
22,13.871118497567322,Outgoing,56-65,89.60308703062785
23,15.33764102343962,Incoming,56-65,61.498120818300734
24,7.8762590689327165,Incoming,26-35,60.60903706178301
25,12.278086377374088,Outgoing,26-35,17.134619308594445
26,15.55461294854933,Outgoing,46-55,42.707158917657345
27,9.245032112888486,Incoming,46-55,40.26674385352609
28,16.87849009172836,Outgoing,46-55,34.27837602383984
29,11.996806550405974,Outgoing,18-25,34.00238668973307
30,13.541531251033616,Outgoing,56-65,13.837540921167523
31,11.991466938853016,Outgoing,46-55,24.48293590637343
32,24.261390922544688,Incoming,56-65,67.48186805529897
33,14.932513876310331,Outgoing,26-35,47.14170616013635
34,9.711445355220498,Outgoing,18-25,39.87195163451332
35,19.112724560515943,Incoming,26-35,49.89177330694584
36,8.895781750144888,Incoming,56-65,73.34781357402302
37,16.044317975023777,Incoming,46-55,50.08421041751571
38,5.201649380601122,Outgoing,26-35,60.80748261862076
39,8.359069755507846,Incoming,36-45,33.06790315223485
40,15.984306179345618,Outgoing,18-25,37.62740098506562
41,18.692332899977053,Incoming,56-65,57.07953770127351
42,15.856841405949853,Outgoing,46-55,87.85307416674227
43,14.421758588058797,Incoming,26-35,78.59549719029748
44,13.494481522053556,Incoming,18-25,61.65656138912278
45,7.607390048162863,Outgoing,46-55,53.02867520321436
46,11.400778958026457,Incoming,26-35,78.02138711254342
47,12.696806145201062,Incoming,56-65,65.89356646090248
48,20.285611131094576,Incoming,36-45,4.126759552586776
49,16.71809144784231,Incoming,36-45,28.92138304289556
50,6.18479922318633,Incoming,56-65,56.76280650715863
51,16.620419846973974,Outgoing,18-25,14.260648688980552
52,13.074588597918417,Outgoing,56-65,32.04821990486276
53,11.615389998470206,Incoming,26-35,36.00370112684052
54,18.05838144420434,Incoming,18-25,44.87668187508333
55,20.154997612479754,Outgoing,36-45,44.25139583547585
56,19.656400595580994,Outgoing,26-35,44.21759145666346
57,10.803912383886807,Incoming,46-55,66.50615034480627
58,13.453938120743928,Outgoing,46-55,44.695522690989314
59,16.65631715701782,Incoming,46-55,42.30739735857532
60,19.877725635611796,Incoming,36-45,23.016557917129674
61,12.60412881077355,Incoming,56-65,70.4869240397165
62,14.071705116680914,Incoming,18-25,36.57004972105028
63,9.468325129969859,Outgoing,36-45,28.259393439974495
64,9.018966879596647,Outgoing,26-35,54.26181149737942
65,19.062629111970992,Outgoing,26-35,34.661174752338745
66,21.781200142854114,Incoming,46-55,39.48094520411412
67,14.63994939209833,Outgoing,18-25,55.16920348638138
68,20.01766448946012,Incoming,46-55,43.47034752440887
69,16.80818012523817,Incoming,26-35,96.23218750601268
70,11.774401226974378,Outgoing,26-35,48.50342913361604
71,16.80697802754207,Incoming,56-65,62.35676437758444
72,22.690182832329846,Incoming,56-65,11.166119050141099
73,14.820869804450242,Incoming,56-65,32.787017361705395
74,22.82321827907003,Outgoing,46-55,28.26172610166575
75,1.9012744795512777,Incoming,18-25,30.912405533947425
76,19.10951252187612,Outgoing,56-65,58.31075987674005
77,15.435235341190856,Incoming,36-45,70.71130135554819
78,13.504963247670663,Outgoing,56-65,56.89261009269022
79,15.458803882677511,Incoming,46-55,45.46710752867382
80,5.0621554269955364,Outgoing,18-25,37.382899225751615
81,13.90164056081244,Outgoing,56-65,72.27199502373018
82,16.78556285755873,Incoming,18-25,91.42510908309724
83,22.38947022370758,Incoming,36-45,52.701114095673816
84,12.408648908631763,Incoming,26-35,68.78726128143146
85,10.957531985534061,Incoming,18-25,56.8674069959095
86,12.491214782077318,Outgoing,56-65,65.11009812931178
87,19.57701058851037,Incoming,46-55,26.70906443779767
88,16.643755548298422,Outgoing,46-55,40.23727439715752
89,12.351198981164806,Incoming,46-55,57.90938880091168
90,17.56633716556678,Outgoing,46-55,74.24981888163958
91,15.485387746740201,Outgoing,18-25,33.6373155672465
92,19.843224952664446,Outgoing,46-55,9.334017779197467
93,11.489734530613237,Incoming,26-35,40.034711471175015
94,13.361689267011158,Incoming,36-45,70.202614286965
95,13.039459234339212,Outgoing,18-25,18.322088178243014
96,7.682425259339407,Outgoing,18-25,26.461602157368315
97,16.48060138532288,Outgoing,46-55,53.11837172102224
98,16.305276360899448,Outgoing,46-55,47.68057494477072
99,15.025567283212304,Outgoing,18-25,61.88932963106455
100,13.827064333124266,Incoming,46-55,25.425464791088416
101,7.923146289747929,Outgoing,46-55,43.500428116626644
102,12.896773386173205,Incoming,46-55,73.90370804806196
103,13.286427417366152,Incoming,46-55,26.14207612726432
104,10.988613653891905,Incoming,46-55,79.53824592620538
105,14.193571441669954,Outgoing,56-65,28.651660282226224
106,17.020254284072692,Outgoing,56-65,66.98763154755221
107,24.43092950605265,Outgoing,56-65,42.54082979573749
108,15.872889064159194,Outgoing,18-25,27.101834847220466
109,16.28775195361382,Incoming,36-45,40.06201905694803
110,14.627770421169163,Incoming,18-25,60.89858376357988
111,5.406143923504793,Incoming,56-65,49.86292010197018
112,14.867430622753915,Outgoing,18-25,72.36938822886688
113,15.301151049705132,Outgoing,36-45,78.71480121869763
114,27.31621056242643,Outgoing,46-55,26.339386693642993
115,14.038195176094387,Outgoing,26-35,24.874617101793103
116,16.507736711668063,Outgoing,56-65,23.904124527583164
117,14.826441151473784,Outgoing,56-65,32.016078079039616
118,9.156609811902339,Incoming,36-45,72.0842904163949
119,20.714114072575104,Incoming,46-55,61.2072390133347
120,18.759665163433873,Outgoing,46-55,39.09944854155137
121,18.955159735215233,Incoming,26-35,49.777948187543316
122,10.453062726026305,Incoming,46-55,78.08611010331877
123,22.013971554680495,Incoming,36-45,88.16021701958239
124,7.990744686038596,Incoming,46-55,55.187686668856045
125,17.934285469001352,Outgoing,36-45,0.0
126,25.952278129049894,Incoming,56-65,55.94574189519946
127,10.047318374346558,Outgoing,56-65,68.69496259082695
128,12.16851135198614,Outgoing,56-65,54.4926463171215
129,15.498256825438206,Incoming,18-25,64.53029837469568
130,12.482621729419003,Outgoing,56-65,57.14130748920768
131,7.246682844669337,Incoming,36-45,25.307091650362693
132,15.342814874030136,Outgoing,26-35,32.27523133273074
133,9.688481431369475,Outgoing,46-55,43.57695625739687
134,17.36796215317591,Incoming,56-65,71.30829556476704
135,10.402878828830985,Incoming,18-25,34.682318633587585
136,22.749672025087698,Outgoing,18-25,59.11805266335294
137,11.083733538318814,Incoming,36-45,56.07385187842394
138,13.389692418971622,Outgoing,26-35,81.7239453015826
139,19.067586086848348,Incoming,56-65,49.16640443741171
140,8.845678417830225,Outgoing,56-65,14.904831634474832
141,16.137299673020646,Outgoing,18-25,62.93740929793556
142,21.53571377141214,Outgoing,36-45,92.76110423268008
143,6.962583827193862,Outgoing,18-25,64.24766689732913
