,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
3,200815,2008-06-04,4,10,3,0.9,PRD0901055,CL00248,DEP00089,G00030,D00009,,,,994111300076346,L,MM,Top Up,Grocery,STORE00001,LS,E02,2008,6,2008-6
25,200816,2008-06-15,1,18,1,4.47,PRD0900474,CL00239,DEP00085,G00028,D00008,,,,994111400072967,L,MM,Full Shop,Grocery,STORE00001,LS,E02,2008,6,2008-6
37,200815,2008-06-02,2,16,3,2.31,PRD0901211,CL00093,DEP00028,G00008,D00002,,,,994111300050098,L,LA,Top Up,Fresh,STORE00001,LS,E02,2008,6,2008-6
51,200816,2008-06-10,3,12,3,8.43,PRD0904626,CL00236,DEP00084,G00028,D00008,,,,994111400041109,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,6,2008-6
86,200818,2008-06-24,3,11,3,0.9,PRD0904463,CL00248,DEP00089,G00030,D00009,,,,994111600110018,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2008,6,2008-6
109,200815,2008-06-05,5,21,3,4.11,PRD0900202,CL00002,DEP00001,G00001,D00001,,,,994111300120812,L,UM,Top Up,Fresh,STORE00001,LS,E02,2008,6,2008-6
119,200815,2008-06-06,6,12,1,1.29,PRD0903469,CL00002,DEP00001,G00001,D00001,,,,994111300037143,L,UM,Top Up,Mixed,STORE00001,LS,E02,2008,6,2008-6
136,200817,2008-06-22,1,18,1,1.28,PRD0902232,CL00006,DEP00002,G00001,D00001,,,,994111500104392,L,MM,Top Up,Fresh,STORE00001,LS,E02,2008,6,2008-6
139,200817,2008-06-20,6,14,3,3.09,PRD0903894,CL00003,DEP00002,G00001,D00001,,,,994111500015270,M,UM,Top Up,Fresh,STORE00001,LS,E02,2008,6,2008-6
140,200815,2008-06-02,2,17,1,0.54,PRD0904469,CL00006,DEP00002,G00001,D00001,,,,994111300011813,M,LA,Small Shop,Fresh,STORE00001,LS,E02,2008,6,2008-6
185,200814,2008-06-01,1,15,1,2.98,PRD0901240,CL00010,DEP00003,G00002,D00001,,,,994111200164591,L,UM,Top Up,Fresh,STORE00001,LS,E02,2008,6,2008-6
188,200816,2008-06-11,4,13,9,2.34,PRD0901176,CL00014,DEP00004,G00003,D00001,,,,994111400029918,L,LA,Top Up,Fresh,STORE00001,LS,E02,2008,6,2008-6
