,SHOP_WEEK,SHOP_DATE,SHOP_WEEKDAY,SHOP_HOUR,QUANTITY,SPEND,PROD_CODE,PROD_CODE_10,PROD_CODE_20,PROD_CODE_30,PROD_CODE_40,CUST_CODE,CUST_PRICE_SENSITIVITY,CUST_LIFESTAGE,BASKET_ID,BASKET_SIZE,BASKET_PRICE_SENSITIVITY,BASKET_TYPE,BASKET_DOMINANT_MISSION,STORE_CODE,STORE_FORMAT,STORE_REGION,SHOP_YEAR,SHOP_MONTH,SHOP_YEARMONTH
24,200621,2006-07-21,6,21,5,4.25,PRD0903864,CL00114,DEP00041,G00011,D00003,,,,994101500100256,L,UM,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
26,200619,2006-07-05,4,10,3,3.33,PRD0904263,CL00248,DEP00089,G00030,D00009,,,,994101300008158,M,MM,Small Shop,Grocery,STORE00001,LS,E02,2006,7,2006-7
57,200619,2006-07-04,3,15,1,2.49,PRD0902420,CL00061,DEP00018,G00006,D00002,,,,994101300094279,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,7,2006-7
85,200620,2006-07-13,5,13,1,0.76,PRD0904304,CL00213,DEP00070,G00022,D00005,,,,994101400026011,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,7,2006-7
118,200619,2006-07-09,1,17,1,1.37,PRD0900202,CL00002,DEP00001,G00001,D00001,,,,994101300046959,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
161,200620,2006-07-15,7,13,1,1.95,PRD0903339,CL00003,DEP00002,G00001,D00001,,,,994101400034723,L,UM,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
163,200619,2006-07-03,2,15,1,3.1,PRD0902425,CL00010,DEP00003,G00002,D00001,,,,994101300009373,L,UM,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
187,200622,2006-07-27,5,15,1,0.87,PRD0903761,CL00008,DEP00003,G00002,D00001,,,,994101600090230,M,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,7,2006-7
206,200619,2006-07-05,4,13,3,0.39,PRD0902162,CL00018,DEP00005,G00003,D00001,,,,994101300137629,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,7,2006-7
298,200622,2006-07-30,1,18,1,1.39,PRD0901265,CL00030,DEP00008,G00004,D00002,,,,994101600020253,L,LA,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
306,200619,2006-07-06,5,21,1,1.62,PRD0902353,CL00034,DEP00009,G00004,D00002,,,,994101300099119,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
332,200621,2006-07-23,1,15,1,0.4,PRD0902728,CL00038,DEP00010,G00004,D00002,,,,994101500000746,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,7,2006-7
335,200620,2006-07-10,2,20,1,0.4,PRD0902728,CL00038,DEP00010,G00004,D00002,,,,994101400048547,L,LA,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
374,200622,2006-07-25,3,13,1,0.87,PRD0903513,CL00045,DEP00011,G00004,D00002,,,,994101600179380,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2006,7,2006-7
379,200620,2006-07-13,5,11,1,1.27,PRD0902640,CL00045,DEP00011,G00004,D00002,,,,994101400093578,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,7,2006-7
500,200620,2006-07-12,4,19,1,0.98,PRD0900121,CL00063,DEP00019,G00007,D00002,,,,994101400035556,M,LA,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
501,200622,2006-07-24,2,21,1,1.16,PRD0904245,CL00065,DEP00019,G00007,D00002,,,,994101600051800,L,MM,Full Shop,Mixed,STORE00001,LS,E02,2006,7,2006-7
511,200620,2006-07-15,7,21,1,2.21,PRD0900411,CL00067,DEP00019,G00007,D00002,,,,994101400092915,M,UM,Top Up,Fresh,STORE00001,LS,E02,2006,7,2006-7
514,200620,2006-07-12,4,12,1,1.47,PRD0901244,CL00067,DEP00019,G00007,D00002,,,,994101400123873,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,7,2006-7
544,200622,2006-07-29,7,14,1,1.33,PRD0901214,CL00070,DEP00020,G00007,D00002,,,,994101600069880,L,MM,Top Up,Fresh,STORE00001,LS,E02,2006,7,2006-7
548,200622,2006-07-25,3,13,1,1.82,PRD0902695,CL00070,DEP00020,G00007,D00002,,,,994101600179380,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2006,7,2006-7
552,200623,2006-07-31,2,21,1,0.45,PRD0904230,CL00070,DEP00020,G00007,D00002,,,,994101700093731,L,LA,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
566,200619,2006-07-05,4,13,3,8.43,PRD0903104,CL00072,DEP00021,G00007,D00002,,,,994101300165697,L,MM,Top Up,Mixed,STORE00001,LS,E02,2006,7,2006-7
584,200620,2006-07-15,7,18,1,2.04,PRD0902969,CL00074,DEP00021,G00007,D00002,,,,994101400129075,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,7,2006-7
587,200618,2006-07-01,7,21,3,6.18,PRD0901348,CL00072,DEP00021,G00007,D00002,,,,994101200070724,L,LA,Full Shop,Fresh,STORE00001,LS,E02,2006,7,2006-7
651,200620,2006-07-12,4,13,1,1.56,PRD0903264,CL00079,DEP00022,G00007,D00002,,,,994101400027013,S,MM,Small Shop,Fresh,STORE00001,LS,E02,2006,7,2006-7
671,200622,2006-07-24,2,11,1,3.31,PRD0904852,CL00085,DEP00024,G00007,D00002,,,,994101600109489,L,UM,Top Up,Fresh,STORE00001,LS,E02,2006,7,2006-7
838,200618,2006-07-01,7,13,1,0.75,PRD0900447,CL00140,DEP00049,G00014,D00003,,,,994101200116866,M,LA,Top Up,Fresh,STORE00001,LS,E02,2006,7,2006-7
877,200619,2006-07-07,6,21,3,3.66,PRD0900986,CL00151,DEP00052,G00015,D00003,,,,994101300113434,L,LA,Full Shop,Mixed,STORE00001,LS,E02,2006,7,2006-7
907,200620,2006-07-11,3,15,1,0.73,PRD0903685,CL00152,DEP00052,G00015,D00003,,,,994101400130081,L,LA,Top Up,Fresh,STORE00001,LS,E02,2006,7,2006-7
968,200619,2006-07-03,2,14,3,4.38,PRD0902123,CL00160,DEP00054,G00016,D00003,,,,994101300170403,L,UM,Full Shop,Fresh,STORE00001,LS,E02,2006,7,2006-7
977,200620,2006-07-12,4,17,1,1.56,PRD0903421,CL00159,DEP00054,G00016,D00003,,,,994101400096764,L,MM,Full Shop,Fresh,STORE00001,LS,E02,2006,7,2006-7
1031,200622,2006-07-29,7,19,1,0.42,PRD0900815,CL00164,DEP00055,G00016,D00003,,,,994101600128110,M,UM,Top Up,Fresh,STORE00001,LS,E02,2006,7,2006-7
